,0,1,2,3
1322,Charts Bin,"ChartsBin web-based data visualization tool will allow everyone quickly easily create rich interactive visualizations own data. You can then share your interactive visualizations others by embedding them in websites, blogs",Datavisual,"Datavisual web-based data visualization production software tool targeting those in design world limited programming skills but still have need make beautiful charts graphs. With mission make data visual accessible everyone,"
1323,MedForums,"Developer online platform designed facilitate physician community. The company's platform allows users crowdsource peers finding best medical education, practice tools employment opportunities, enabling physicians find best medical products.",Virtual Clinical Solutions,Developer online clinical training systems. The company provides online virtual meetings web based training services healthcare pharmaceutical industries.
1324,OrderingOnlineSystem.com,OrderingOnlineSystem.com online ordering system food delivery available in several restaurants.,FoodChow,"FoodChow online food ordering system. You can now discover order from best local restaurants in your town. You can also take your restaurant online us. Have your customized website, your"
1325,Stevie,"Stevie turns social web into beautiful TV. Stevie platform turns your social feeds into broadcast television, creating personal, monetizable entertainment across platforms. The Stevie engine analyzes everything viewers friends share,",Stevie,"Stevie turns social web into beautiful TV. Stevie platform turns your social feeds into broadcast television, creating personal, monetizable entertainment across platforms. The Stevie engine analyzes everything viewers friends share,"
1326,Sigma-Aldrich,"Sigma-Aldrich leading Life Science High Technology company. Our chemical biochemical products kits used in scientific research, including genomic proteomic research, biotechnology, pharmaceutical development, diagnosis disease as key components in pharmaceutical,",Sigma-Aldrich,"Sigma-Aldrich leading Life Science High Technology company. Our chemical biochemical products kits used in scientific research, including genomic proteomic research, biotechnology, pharmaceutical development, diagnosis disease as key components in pharmaceutical,"
1327,eMotorWerks,eMotorWerks creator JuiceNet - market-leading IoT platform organizes distributed networks electric vehicle charging stations into multi-megawatt Virtual Power Plants providing critical demand flexibility services utilities grid operators. The company’s mission,eMotorWerks,eMotorWerks creator JuiceNet - market-leading IoT platform organizes distributed networks electric vehicle charging stations into multi-megawatt Virtual Power Plants providing critical demand flexibility services utilities grid operators. The company’s mission
1328,Capt'n Franks Seafood,"Address: 201 N Highland Ave, Baltimore, MD 21224, USA",H&G Glass LLC,"Address: 2822 Carroll St., Baltimore, MD 21230, USA"
1329,ZeroNorth,ZeroNorth makes shipping industry more sustainable through digitalization.,ZeroNorth,ZeroNorth makes shipping industry more sustainable through digitalization.
1330,DreamHeart,Dream Heart mobile app developer company. It has developed various excellent apps both Android iPhone users. This company was founded in 2011.,Infinite Dream Factory,Infinite Dream Factory Inc mobile application games developer company has developed apps like Get me out beach FRE
1331,Avigna Learning Academy,"Initiated in 2006 by Mrs. Anuradha Ramachandran, Avigna Learning Academy Bangalore-based PTE exam coaching centre in India offers most qualified trainers coach students who wish migrate abroad work study in",Avigna Learning Academy,"Initiated in 2006 by Mrs. Anuradha Ramachandran, Avigna Learning Academy Bangalore-based PTE exam coaching centre in India offers most qualified trainers coach students who wish migrate abroad work study in"
